Asset_ID,Publish_Date,IG_Publish_Time,IG_Publish_Time_UK,Topic,Caption,Content_Bucket,Asset type,Cross_Posted,IG_Post_ID,IG_Permalink,IG_Duration_sec,IG_Views,IG_Reach,IG_Likes,IG_Comments,IG_Saves,IG_Shares,IG_Repost,IG_Profile_Visits,IG_Follows,IG_Follows_Attributed,Skip Rate,Avg Watch Time(sec),IG_External_Link_Tap,TT_Video_Title,TT_Link,TT_Post_Time,TT_Views,TT_Likes,TT_Comments,TT_Shares,TT_Saves,TT_Watched_Full,TT_Profile_Visits,TT_Follows,Main_Learning,Column 1,Column 2,Post_Objective,Featured_Person,Hook_Cover_Text,Caption_Opening_Line,Collab_Post,CTA,Column 3,Column 4
1,29/10/2025,,,What to eat or avoid - endo,,Education,Carousel,FALSE,,,,279,,1,,1,0,,1,0,,,,,,,,,,,,,,,,,,,Education,,,,No,,,
2,31/10/2025,,,find best care on docmap,,Brand,Static Post,FALSE,,,,302,,2,1,0,0,,2,0,,,,,,,,,,,,,,,,,,,Brand,,,,No,,,
3,03/11/2025,,,Therapy - in person or online,,Education,Carousel,FALSE,,,,304,,3,3,0,0,,2,0,,,,,,,,,,,,,,,,,,,Education,,,,No,,,
4,06/11/2025,,,Capitalism stole your lunch,,Story,Carousel,FALSE,,,,321,,2,2,0,0,,2,0,,,,,,,,,,,,,,,,,,,Story,,,,No,,,
5,07/11/2025,,,Find good doctor,,Brand,Static Post,FALSE,,,,312,,4,0,0,1,,2,0,,,,,,,,,,,,,,,,,,,Brand,,,,No,,,
6,20/11/2025,,,Be kind to yourself,,Validation,Reel,TRUE,,,,91,,3,2,0,0,,1,1,,71.90%,3,,,,,,,,,,,,,,,,Validation,,,,No,,,
7,24/11/2025,,,Ginger Tumeric Recipe -endo,,Education,Reel,TRUE,,,,194,,5,2,1,1,,1,1,,63.10%,6,,"Dealing with bloating and inflammation is tough, but relief doesn't have to be complicated. Ingredients: 2 tbsp extra virgin olive oil 2 tbsp turmeric powder ¼ cup finely chopped fresh ginger 1 large onion, chopped 1 tbsp whole black peppercorns 2 bay leaves 3 large celery stalks, chopped 2 large carrots, chopped 1 handful parsley (or cilantro) 1 tbsp sea salt 8 cups water 1 tbsp raw apple cider vinegar Why it works: Turmeric: Contains curcumin, which is known to help lower inflammation in the body Ginger: A natural way to aid digestion and settle the stomach. Let us know what is your go to food that helps you with Endo Belly.",https://www.tiktok.com/@docmap/video/7576319629883215126,2025/11/24 15:50:03,377,16,2,2,8,3.83%,0,0,,,,Education,,,,No,,,
8,26/11/2025,,,Willing to be disliked- megan's story,,Story,Carousel,FALSE,,,,153,,3,0,0,0,,0,0,,,,,,,,,,,,,,,,"No context, random patient story",,,Story,,,,No,,,
9,03/12/2025,,,Zucchini fritters,,Education,Reel,TRUE,,,,175,,4,4,0,0,,0,0,,79%,5,,"If your gut’s being dramatic again, these zucchini, pea & mint fritters might just be the peace offering it needs. 🌿 They’re light, IBS-friendly, and take only 20 minutes - no weird ingredients, just good food that won’t upset your stomach. You’ll need (serves 2 / makes 6 fritters): ½ cup mint leaves, finely chopped 1 small potato (about 100g), grated 130g courgette, grated 20g Parmesan cheese, finely grated 30g green peas 1 egg 40g gluten-free flour Zest of ½ lemon Salt & pepper Olive oil for frying How to: 1️⃣ Grate the potato and courgette, then squeeze out the extra moisture with a clean tea towel. 2️⃣ Mix everything together in a bowl — potato, courgette, peas, Parmesan, mint, lemon zest, egg, flour, salt, and pepper. 3️⃣ Heat a little olive oil in a non-stick pan. Add spoonfuls of the mix and fry 3–4 mins each side until golden. Low FODMAP, easy to digest, and surprisingly good.",https://www.tiktok.com/@docmap/video/7579656464449506582,2025/12/03 15:39:00,322,5,0,0,5,2.09%,0,0,,,,Education,,,,No,,,
10,04/12/2025,,,Truth we dont like to hear,,Validation,Carousel,FALSE,,,,105,,2,0,0,0,,1,0,,,,,,,,,,,,,,,,"not quite validation, telling people to confront the truth and stop procrastinating",,,Validation,,,,No,,,
11,10/12/2025,,,Ask GPT what endo feels like,,Validation,Carousel,FALSE,,,,120,,4,3,1,,,2,0,,,,,,,,,,,,,,,,ask gpt what it feels like if you have endo so if you have it you know what it feels like to live with it? thats a very odd topic,,,Validation,,,,No,,,
12,11/12/2025,,,Salmon recpie,,Education,Reel,TRUE,,,,369,,6,4,2,2,,0,0,,76.50%,6,,"Why is this recipe your go-to when managing Endometriosis? The Omega-3s in salmon work at a cellular level to calm the chronic, overactive inflammatory ""fire"" associated with endometriosis, which is why it is often recommended as part of an anti-inflammatory diet for managing the condition. But it's not just for 'Endo girls'! Salmon - Packed with Omega-3s Quinoa - Low-FODMAP Spinach - Magnesium-rich This is one of those meals that even people who don't spend much time in the kitchen won't struggle to make. Ingredients (2 servings) 2 salmon fillets, descaled 1 lemon (½ juiced, ½ sliced) 1 tbsp extra virgin olive oil 1 tsp dried oregano or mixed herbs 1 tsp dried dill Salt and pepper 75g dry quinoa (rinsed) 450ml water or low-FODMAP stock 4 large handfuls baby spinach Method Preheat oven to 180°C Cook quinoa in water or stock. Simmer on medium heat for 15 mins. Whilst quinoa is cooking, place salmon on a tray, drizzle with the extra virgin olive oil, lemon juice, and herbs. Add salt and pepper to taste. Lay lemon slices on top. Bake for 12–14 min until cooked. Fluff the quinoa with a fork. Stir spinach into the hot quinoa to wilt and leave to stand until the salmon is ready. Serve salmon over the quinoa-spinach mix. Thank you @dietitianfitfor this recipe!",https://www.tiktok.com/@docmap/video/7582570830983351574,2025/12/11 12:07:33,841,5,0,1,0,0.71%,0,0,,,,Education,,,,No,,,
13,17/12/2025,,,Shakshuka,,Education,Reel,TRUE,,,,156,,2,0,0,0,,0,0,,86.20%,6,,,,,808,8,0,0,0,0.61%,0,0,,,,Education,,,,No,,,
14,18/12/2025,,,Introducing AI Service,,Brand,Static Post,FALSE,,,,270,,12,0,1,2,,7,1,,,,,"Most people know shakshuka as a comfort dish. But our Registered Dietitian Clementine turns it into a real breakfast strategy for anyone managing PCOS. This version has extra protein, which can make a big difference for energy and hormone balance. Studies show that prioritising protein in the morning helps stabilise blood sugar and reduce PCOS symptoms, and this one does just that, without losing the flavour. The best part? You can make the base ahead, freeze it, and have a balanced, high-protein breakfast ready in minutes. We’ll be sharing more nutritionist-backed recipes every week, so if you want to start your mornings with something that actually supports your body - comment ✨breakfast ✨and we’ll send you this one✌️",https://www.tiktok.com/@docmap/video/7585217059584347414,2025/12/18 15:16:34,808,8,0,0,0,,,,,,,Brand,,,,No,,,
15,22/12/2025,,,Kiwi banana overnight oats,,Education,Reel,TRUE,,,,165,,3,0,0,0,,0,0,,78%,5,,"We know… not the most aesthetic oats you’ll see today. But they’re rich in fibre and great for anyone struggling with digestion or constipation. Sometimes function > esthetic. Recipe by Registered Dietitian Clementine. ½ cup (45g) rolled oats 1 tbsp chia seeds 1 tbsp ground flaxseeds 1 medium banana, mashed or sliced 1 kiwi, peeled and chopped (plus extra slices for topping) ¾ cup (180ml) milk or plant-based milk (e.g., oat, almond, soy) ¼ cup (60g) Greek yogurt or dairy-free alternative Warning, you need to increase your fibre intake slowly if you're not used to having it!!! Follow for more nutrition tips and recipes backed by real specialists.",https://www.tiktok.com/@docmap/video/7586696685984828694,2025/12/22 14:57:57,270,3,0,0,1,2.14%,,,,,,Education,,,,No,,,
16,07/01/2026,,,what is ibs,,Education,Carousel,FALSE,,,,38,,3,0,0,0,,2,0,,,,,,,,,,,,,,,,,,,Education,,,,No,,,
17,08/01/2026,,,wait time for gynae appt,,Education,Reel,TRUE,,,,172,,4,1,0,0,,0,0,,71%,4,,,,,287,1,0,0,0,2.39%,,,,,,Education,,,,No,,,
18,09/01/2026,,,Whatsapp service intro,,Brand,Reel,FALSE,,,,180,,5,2,1,,,0,0,,76.10%,8,,"18 weeks is the NHS target For many patients, that target is missed - sometimes by months. Where you live can change how long you wait. Here’s how it looks across regions 👇 Average time to first appointment: London: 18.3 weeks North West: 18.2 weeks East of England: 17.2 weeks Midlands: 15.2 weeks North East and Yorkshire: 15.1 weeks South East: 15 weeks South West: 14.3 weeks How long did you end up waiting for your appointment?",https://www.tiktok.com/@docmap/video/7593345930380807446,2026/01/09 13:00:40,287,1,0,0,0,,,,duration: 37 sec,,,Brand,,,,No,,,
19,10/01/2026,,,Jess first video - IBS,,Story,Reel,TRUE,,,,1594,,14,0,2,0,,3,3,,29.30%,15,,,,,253,8,0,0,0,11.54%,,,"50 sec duration, Jess makes really engaging videos, 5hr 53m 27 total watch time",,,Story,,,,No,,,
20,12/01/2026,,,Abbie first video - endo,,Story,Reel,TRUE,,,,246,,5,2,0,0,,0,0,,61.60%,8,,"Say hello to Jess 👋 She developed IBS while backpacking across Southeast Asia, and this is her story.   Jess is our gut health ambassador and will be sharing more about living with IBS, how she found the right nutritionist, and what it’s really like to work with one.   We’re looking forward to more insight from Jess and her gut health universe - from managing symptoms to rebuilding trust in her body and food again.",https://www.tiktok.com/@docmap/video/7594432486759763222,2026/01/12 11:16:55,739,13,0,0,0,2.40%,,,1 min duration,,,Story,,,,No,,,
21,13/01/2026,,,Endo 10 yr diagnosis,,"Education, Validation",Carousel,FALSE,,,,69,,3,0,0,0,,2,0,,,,,"Say hi to Abbie 👋 Abbie was diagnosed with endometriosis in 2024 after years of living with symptoms. She’s one of our Endometriosis Ambassadors, and in this video she shares her diagnosis story, what her symptoms were like, and what life with a chronic illness really looks like. Endometriosis isn’t rare, it affects about 1 in 10 women in the UK, which is roughly 1.5 million people, yet so many still feel misunderstood or unheard. We’re excited to share more insights from Abbie’s journey and help raise awareness for this condition that so many live with every day ❤️",https://www.tiktok.com/@docmap/video/7594750584956259606,2026/01/13 07:51:19,739,13,0,0,0,,,,,,,"Education, Validation",,,,No,,,
22,15/01/2026,01/15/2026 08:22,2026-01-15 16:22 GMT,7 things women know about weight loss,"Behind every “failed” diet is a body doing exactly what it’s designed to do. We spoke to one of our dietitians about women’s weight loss and the most common misconceptions.  Weight regain isn’t about willpower, it’s biology. The body fights weight loss through hormonal and metabolic adaptation, so regaining isn’t a personal failure. ✅ Truth: Your body isn’t against you. It’s just protecting you. 	 Generic meal plans fail because they ignore your life. Meal plans don’t teach you how to eat, they just give you a list. Once you get bored, you’re lost again. ✅ Truth: You can’t outsource your nutrition.  Weight loss requires emotional coping, not just calorie tracking. After bariatric surgery, people lose their go-to coping mechanism (food) and must rebuild emotional regulation. ✅ Truth: You can’t heal your body if you don’t also heal your emotions.  True support means flexibility and continuity, not quick fixes. The NHS often lacks time; private care allows sustained, tailored guidance that fits real life. ✅ Truth: Long-term change needs long-term support.  Hormonal shifts need smart nutrition, not restriction. Bariatric-style eating (high protein, balanced meals, nutrient-rich) works beautifully when adjusted to PCOS or menopause. ✅ Truth: Your hormones aren’t a dead end, they’re a roadmap.  Bariatric surgery isn’t the easy way out, it’s a lifelong commitment. Patients must relearn eating, pacing, supplementation every day. ✅ Truth: Discipline doesn’t end with surgery, it starts there.  Rebuilding trust with food takes patience Learning to tell hunger from habit, and not letting one bad day ruin progress, is key. ✅ Truth: Progress is consistency, not perfection.  If you need help with dieting, find the right nutritionist or dietitian on our website, link in bio.","Validation, Education",Reel,FALSE,18068263139405402,https://www.instagram.com/reel/DTibIS4jI8T/,9,2733,1967,6,0,8,0,,1,1,1,48.80%,6,,,,,,,,,,,,,"9 sec duration, total watch time 3hr 42 min 42 sec, really simple video with most of the content in the caption",,,"Validation, Education",,Behind every “failed” diet is a body doing exactly what it’s designed...,Behind every “failed” diet is a body doing exactly what it’s designed to do.,No,Link in bio,,
23,16/01/2026,01/16/2026 09:00,2026-01-16 17:00 GMT,Whatsapp Demo,"We’ve launched our WhatsApp chat to help you find the right specialist faster. In a world full of AI bots, we still believe some jobs should be handled by real people. And we’ll never collect your data.",Brand,Reel,FALSE,18113236015624936,https://www.instagram.com/reel/DTlEQSdDGr4/,54,1991,1796,3,0,0,0,,0,0,0,,,,"We’ve launched our WhatsApp chat to help you find the right specialist, faster. In a world full of AI bots, we still believe some jobs should be handled by people. And we’ll never collect your data. Give it a try and tell us what you think.",https://www.tiktok.com/@docmap/video/7596000553092664598,2026/01/16 16:44:47,779,1,0,1,0,,,,"ad promo, ad view 1610, men composed largest view group, terrible engagement. I dont think its entirely cleay what it is that the whatsapp chat did, again i think its out of context and the phrase help you find a specialist probably doesnt help either, consider i dont think people associate that with doctors",,,Brand,,We’ve launched our WhatsApp chat to help you find the right specialist...,We’ve launched our WhatsApp chat to help you find the right specialist faster.,No,Message us / WhatsApp,,
24,18/01/2026,01/18/2026 10:32,2026-01-18 18:32 GMT,Jess - turn ibs around,"Living with Irritable Bowel Syndrome (IBS) can feel like an endless battle with your own body.   The unpredictable symptoms, dietary restrictions, and lifestyle limitations can take a significant toll on both physical and mental well-being.  But amidst the challenges, there are countless stories of hope, resilience, and healing that remind us recovery is possible.  This is how @jess.emma.s turned her IBS round.",Story,Carousel,FALSE,17883629415441559,https://www.instagram.com/p/DTqYbwSDPit/,0,92,27,5,0,0,0,,5,0,0,,,,,,,,,,,,,,,4/5 likes in the first photo of carousel,,,Story,@jess.emma.s,Living with Irritable Bowel Syndrome (IBS) can feel like an endless battle...,Living with Irritable Bowel Syndrome (IBS) can feel like an endless battle with your own body.,Yes,,,
25,19/01/2026,01/19/2026 09:15,2026-01-19 17:15 GMT,Generic meal - bad starting point,"We had a chat with our nutritionist Veronika about why those “one-size-fits-all” meal plans never really work, and why it’s not your fault!  @mindbodysoulweightloss",Education,Carousel,FALSE,17946608610097984,https://www.instagram.com/p/DTs0bDMjFIn/,0,67,21,3,1,0,0,,0,0,0,,,,,,,,,,,,,,,made based on dietitian guidance,,,Education,@mindbodysoulweightloss,We had a chat with our nutritionist Veronika about why those “one-size-fits-all”...,"We had a chat with our nutritionist Veronika about why those “one-size-fits-all” meal plans never really work, and why it’s not your fault!",Yes,,,
26,20/01/2026,01/20/2026 09:47,2026-01-20 17:47 GMT,Cervical cancer prevention,"This week is Cervical Cancer Prevention Week — a reminder that cervical cancer is largely preventable and early detection saves lives. In the UK, around 3,200 people are diagnosed each year and roughly 850 lose their lives to it annually.   We asked Mr. Mahantesh Karoshi, MD, FRCOG — Consultant Gynaecologist in London — to answer the most common myths he hears about cervical cancer, screening, symptoms, and prevention.  ✨ Cervical cancer screening (smear tests) and the HPV vaccine are some of the most effective tools we have — and getting screened when invited can make all the difference.   💬 What Dr. Karoshi wants you to know: “Smear tests are about prevention, not judgment”  👉 Anyone with a cervix aged 25–64 is invited for regular smear tests. If that’s you - don’t skip it. Early detection saves lives.",Education,Carousel,FALSE,18444758539103265,https://www.instagram.com/p/DTvc01TjAYI/,0,97,25,5,0,0,0,,4,0,0,,,,"It took years for Abbie to get diagnosed through the NHS. The reality is, the waiting time for a laparoscopy can be up to 18 months. If you don’t want to wait that long, we can help you connect with private doctors who understand your condition, and your story. Message us on WhatsApp, and we’ll match you with the right specialist based on your symptoms, reviews, and location, not just from our network, but also beyond. Link in BIO",https://www.tiktok.com/@docmap/video/7597457384704986390,2026/01/20 14:55:00,337,14,0,0,1,,,,,,,Education,,This week is Cervical Cancer Prevention Week — a reminder that cervical...,This week is Cervical Cancer Prevention Week — a reminder that cervical cancer is largely preventable and early detection saves lives.,No,,,
27,21/01/2026,01/21/2026 08:58,2026-01-21 16:58 GMT,whatsapp - finding right doctor is stressful,"We get it! Finding the right doctor can be stressful.  That’s why we started the Docmap’s WhatsApp chat.  You talk to us — real people — tell us what kind of doctor you’re looking for, and we’ll send you options based on patient reviews, your insurance, location, etc.  No more endless Googling. No more doing it alone.",Brand,Reel,TRUE,18543484375040355,https://www.instagram.com/reel/DTx8D2VjHka/,0,207,176,3,0,0,0,,0,0,0,66.70%,6,,,,,266,4,0,0,0,0%,,,,,,Brand,,We get it! Finding the right doctor can be stressful. That’s why...,We get it! Finding the right doctor can be stressful.,No,Message us / WhatsApp,,
28,22/01/2026,01/22/2026 08:13,2026-01-22 16:13 GMT,Abbie second video- took years to get diagnosis from NHS,"It took years for Abbie to get diagnosed through the NHS. The reality is, the waiting time for a laparoscopy can be up to 18 months.  If you don’t want to wait that long, we can help you connect with private doctors who understand your condition, and your story.  Message us on WhatsApp, and we’ll match you with the right specialist based on your symptoms, reviews, and location, not just from our network, but also beyond. Link in BIO",Story,Reel,TRUE,18092824177962931,https://www.instagram.com/reel/DT0biAujNs3/,31,236,202,9,0,1,0,,0,0,0,83.50%,4,,"We get it! Finding the right doctor can be stressful. That’s why we started the Docmap’s WhatsApp chat. You talk to us — real people — tell us what kind of doctor you’re looking for, and we’ll send you options based on patient reviews, your insurance, location, etc. No more endless Googling. No more doing it alone.",https://www.tiktok.com/@docmap/video/7598223128036216086,2026/01/22 16:26:27,337,14,0,0,1,3.26%,,,,,,Story,,It took years for Abbie to get diagnosed through the NHS. The...,It took years for Abbie to get diagnosed through the NHS.,No,Link in bio,,
29,24/01/2026,01/24/2026 10:37,2026-01-24 18:37 GMT,whatsapp demo - link tree,,Brand,Reel,TRUE,17872677906506995,https://www.instagram.com/reel/DT51vyCDB54/,0,70,41,5,0,0,0,,0,0,0,57.10%,9,,,,,779,1,0,1,0,0.38%,,,,,,Brand,,,,No,,,
30,26/01/2026,01/26/2026 09:20,2026-01-26 17:20 GMT,Jess-finding the right nutritionist is like finding a new friend,"Finding the right nutritionist is like finding a new friend as an adult.  And when your IBS is tangled up with your mental health, it’s even trickier.  You don’t just need someone with the right degree, you need someone who the right background.   We help you skip the guessing game and find the right one faster. Message us on WhatsApp - we are real people.  @jess.emma.s",Story,Reel,TRUE,18101707285658148,https://www.instagram.com/reel/DT-2hNFjCPK/,51,668,521,8,0,0,0,,0,0,0,75.20%,6,,"Finding the right nutritionist is like finding a new friend as an adult. And when your IBS is tangled up with your mental health, it’s even trickier. You don’t just need someone with the right degree, you need someone who the right background. We help you skip the guessing game and find the right one faster. Message us on WhatsApp - we are real people.",https://www.tiktok.com/@docmap/video/7599686048758762774,2026/01/26 15:03:20,779,15,0,0,0,1.28%,,,duration 51 sec,,,Story,@jess.emma.s,Finding the right nutritionist is like finding a new friend as an...,Finding the right nutritionist is like finding a new friend as an adult.,Yes,Message us / WhatsApp,,
31,28/01/2026,01/28/2026 10:05,2026-01-28 18:05 GMT,3 weight loss facts every women should know,Dieting isn’t just about what you stop eating. Here are 3 things our dietitian wants you to know instead.,Education,Reel,TRUE,18553410532044146,https://www.instagram.com/reel/DUEFPnYDERK/,26,154,143,2,0,1,0,,0,0,0,81.90%,2,,,,,259,3,0,0,1,0.77%,,,,,,Education,,Dieting isn’t just about what you stop eating. Here are 3 things...,Dieting isn’t just about what you stop eating.,No,,,
32,29/01/2026,01/29/2026 10:35,2026-01-29 18:35 GMT,Things that are not helpful - chronic pain edition,"People who’ve never experienced chronic pain can’t really imagine what it’s like. Even when you try to explain it, they don’t always get it.  Comments like “go for a walk, it’ll boost your mood” might come from good intentions, but they don’t  really help.  We know most people mean well. Still, some advice sticks with you. What’s the one comment about your pain that lives in your head rent-free?","Validation, Education",Carousel,FALSE,17903341290357754,https://www.instagram.com/p/DUGtdi7jP_6/,0,38,17,4,0,0,0,,0,0,0,,,,DSCF4007,https://www.tiktok.com/@docmap/video/7600813408417484054,2026/01/29 15:58:16,259,3,0,0,1,,,,,,,"Validation, Education",,People who’ve never experienced chronic pain can’t really imagine what it’s like....,People who’ve never experienced chronic pain can’t really imagine what it’s like.,No,Comment below,,
